"watch video song soldier war time seperated loved one mind letter telling together feel like somehow middle story dy thus line torn two one go say hear perhaps talking home though dead saying spirit form dont know best rock song ever think good one first comment really see mean also think could mean even though make lot promise change thing every passing year never people get hyped saying thing different still make mistake fight kill hate nothing ever change yeah love song get stuff line like blood red sky crowd gathered black white arm entwined chosen told golden age gold reason war wage wonderingi came find answer wonderful song great song matter lyric say sound like poem faraway lover ponderings person outraged senseless violence world around belief despite love another requited conquer war see there distance author lover make song exciting author belief may bridge gap tonight song personal empowerment think sighthis song isnt something abstract innerturmoil spiritualism garbage eastern front wwii written perspective soviet red army soldier writing loved one received public school version history force fed civil right movement cost learning wwi wwii allow translate quiet new year day world white get underway refers fact russian winter eg world white synonymous eastern front blood red sky crowd gathered black white first line reference fact part war primarily fought ussra communist country joseph stalin second line refers fact 1941 german invaded soviet union unprepared winter fighting wore primarily grey black uniform whereas soviet fighting home turf wore white snow cammouflage arm entwined chosen newspaper say say say true true break though torn two one reference soviet propaganda thing looked bleak soviet end 1941 country split two front north south north german wehrmacht gate moscow leningrad cut seige south axis driving toward stalingrad despite newspaper actually one pravda kept proclaiming red army resisting great push drive german back coming song soldier lament nothing change new year day btwthe little boy album cover war soviet propaganda film russian boy becomes partisan guerilla fighter german song letter soldier writes beloved day war ending quiet new year day world white get underway want night day nothing change new year day new year day tt necessarily january 1 could mean new year day time start war time start new year chapter life even excitement still craves sound like jubilant murmured realization really made cant really believe yet blood red sky crowd gathered black white arm entwined chosen newspaper say say say true true break though torn two one wartorn sky group officer official different race gathered together put aside difference chosen go negotiation newspaper confirm rumor war ended jubilant begin begin start life anew horror witnessed told golden age gold reason war wage though want night day nothing change new year day new year day new year day told golden age society wondering true war wage money gold repeat affirmation even though witnessing history making still want song new year day everyone plan changing making new year resolution bono saying nothing change new year day change make still want one love like nothing change get well thats think many different reason song great songin opinion best rock song time im surprised one person commented love song haunting piano cool bass line reminds calm middle storm favorite u2 song album war edge play piano song sappy piano part backbone song unforgetable song","happy"
"im surprised noone commented song unearth incredible song awesome think could war iraq invade foul finger say born blackened heart fell curse bastard life could unearths view american government view citizen iraq actually sin war evil human general entire album agree others evil war probably motif war eg greed lust point difference word lie lie everyone true motif behind war example thought vietnam war right stop spread communism protect democracy south vietnamese really ideological war waged usa russia hoping show system best lie though make war seem right","death"
"ive taken lyric version found somewhere web year ago searching doesnt seem exist anymore ive also made couple change may may correct hard pick favourite leaf turn inside let alone overall favourite unwound song come pretty close lyric however among favourite song band","death"
"lyric album hard grasp song sound like maybe ex girlfriend","breakup"
"say one thing girl pretty damn lucky ive gone cant seem figure swear he sayingi want lick tomato lol holy sex ya listening song grin spread across faceits perfect song damn catchy love way sings song sound perverted song fucking sexy lucky bitch thankyou submitting lyric one favourite queen song tried submit lyric nothing happened thanks far meaning go think pretty much speak","sex"
"got ta get chest im likin beat lick lip grip hip oh thats sexy seems like really kinky sex lick lip grip hip legendary definitely relinquishing selfcontrol giving excess agree mothman song interpreted life short let get sexytime already bc video wind thinking cannibal gorging food sweetpea right lick lip grip hip sexysame beg knee baby baby please pout bottom lip cracking whip know want candy come either way song amazing find vibe sort like dark sexy one judging video think supposed way julian casablanca stroke sings along josh beat awesome sound like song bondage video really good song stuck head like video clever dont watch eat lol wtf sound nothing like life hey first comment exciting anyhoo yeah think song going stuff without thinking bout much know like till sick maybe care bout hang let get drunk","sex"
"songis fukin im gon na go limb song might sex desert session josh said interview one best sex song hed ever associated thats put era vulgaris different feel sound almost seems like new version old song sexy though get point across would hesitate sex lol guitar solo simple may sound actualy quite inventive time josh check 318 330 thats shit im talking well done qotsa always agree elemento lyric posted digibooklet official qotsa site evil eye google term defined belief envy others bring personal misfortune word fully translated believe something like wan na know broke dont know dont understand jealousy others broke dont know started dont know end im break see far draw sometimes relationship different mostly quirk love dont understand told knew love would untrue thing know sure wan na like connotation word used untrue lie untrue relationship fact want make isnt break mean one still invested relationship love girl doesnt know doesnt return feel lost love spontaneously confused go know happens awesome song love 70 sounding back vocal chorus lol song hot wan na make wit chu baby anyone else think voice sound lot like chris cornell song think bit sex think talkin old relationship sometimes different mostly consequence sex like baby dont understand evil one becomes two pick line dirty dirty sex song sun moon reference sm bondage scene","sex"
"songis fukin im gon na go limb song might sex desert session josh said interview one best sex song hed ever associated thats put era vulgaris different feel sound almost seems like new version old song sexy though get point across would hesitate sex lol guitar solo simple may sound actualy quite inventive time josh check 318 330 thats shit im talking well done qotsa always agree elemento lyric posted digibooklet official qotsa site evil eye google term defined belief envy others bring personal misfortune word fully translated believe something like wan na know broke dont know dont understand jealousy others broke dont know started dont know end im break see far draw sometimes relationship different mostly quirk love dont understand told knew love would untrue thing know sure wan na like connotation word used untrue lie untrue relationship fact want make isnt break mean one still invested relationship love girl doesnt know doesnt return feel lost love spontaneously confused go know happens awesome song love 70 sounding back vocal chorus lol song hot wan na make wit chu baby anyone else think voice sound lot like chris cornell song think bit sex think talkin old relationship sometimes different mostly consequence sex like baby dont understand evil one becomes two pick line dirty dirty sex song sun moon reference sm bondage scene","love"
"songis fukin im gon na go limb song might sex desert session josh said interview one best sex song hed ever associated thats put era vulgaris different feel sound almost seems like new version old song sexy though get point across would hesitate sex lol guitar solo simple may sound actualy quite inventive time josh check 318 330 thats shit im talking well done qotsa always agree elemento lyric posted digibooklet official qotsa site evil eye google term defined belief envy others bring personal misfortune word fully translated believe something like wan na know broke dont know dont understand jealousy others broke dont know started dont know end im break see far draw sometimes relationship different mostly quirk love dont understand told knew love would untrue thing know sure wan na like connotation word used untrue lie untrue relationship fact want make isnt break mean one still invested relationship love girl doesnt know doesnt return feel lost love spontaneously confused go know happens awesome song love 70 sounding back vocal chorus lol song hot wan na make wit chu baby anyone else think voice sound lot like chris cornell song think bit sex think talkin old relationship sometimes different mostly consequence sex like baby dont understand evil one becomes two pick line dirty dirty sex song sun moon reference sm bondage scene","love"
"maybe small nun life shadow church yes guy he love girl spends time hidden away hesitant give admit feel struggle coax shell accept want break light time doesnt want hurt perhaps title little sister help keep distance trying help whisper secret earher slowly breaking speaking slowly dancing cheek cheekbeing intimate one another sweet thing open babywhen speak sweetest thing say ill wrongeveryone around see corrupter doesnt want two involved come together cause understand really babyreally self explanatory thought matter great song finally band know repeating chorus pointless new qotsa ive long anticipating good tune didnt quite live expectation hear lot eagle death metal influence yes realize theyre hommes band yea great song would like people post thay think song ando many comment cowbell woodblocks plastic cowbell great mean thats main reason joined page discus lyric eanyway song really banging sister id dissappointed sister maybe happy u never know could certainly believe look kind perverted dunno maybe ki friend much younger sister somethin im sorry referr cowbell one time whenever hear song think farrow cow bell snl anyone else well anway really like song found playing forseriously hour get like dont think incest far like sisterbrother thing kinda make think brothershut pervert actually isnt cowbel woodblock called jam block cowbell read credit fucking plastic as woodblock believe im percussionist fuck dance tree tree actual lyric slowly dancing cheek cheek got way say song either unrequitted unfullfilled love shit little sister dig dark edge seemingly upbeat song guitar vocal harmony send chill spine sweet best song album","love"
"must admit somewhat puzzled lyric song subject matter seems extremely vague message unclear trying say think detect element kierkegaard evocative allusion closing passage james joyce masterful short story dead beyond trivial point central thesis song escape interview josh said song social experiment see people respond lot radio station didnt play song much song supporting drug antidrug campaign played song seminar story yeah thats meaning go tell friend song fucking rock find title kinda funny coz know shitty pop group release shitty pop song music critic call feel good hit summer think song take piss us term feel good hit getting fucking good high shitty pop song soon listen song stimulating subconscious mind go take drug b4 know fucked lying floor fuck happened maybe ccccccocaine nicotine valium vicodin marijuana ecstasy alcohol ccccccocaine well since feel good hit summer word hit singular guess he suggesting drug sure thats great idea mixing alcohol vicodin valium could fine three would probably pretty bad alcohol pot make sick pretty easily alcohol cocaine make sick pretty easily cocaine pill make sick pretty easily ecstasy anything pretty much kill might safer one time song drug use list 7 deadly sin wellall drug fun deserve song good frill b songfor people nothing better waste money gettin wasted think people listen qotsa theyre definitely underated overlooked new album song deaf beyond good make rated r look average isnt rock qotsa actually mix ecstasy many drug wont die ecstasypotgood time ecstasyketaminealso good time ecstasyacidive heard thats great time","death"
"must admit somewhat puzzled lyric song subject matter seems extremely vague message unclear trying say think detect element kierkegaard evocative allusion closing passage james joyce masterful short story dead beyond trivial point central thesis song escape interview josh said song social experiment see people respond lot radio station didnt play song much song supporting drug antidrug campaign played song seminar story yeah thats meaning go tell friend song fucking rock find title kinda funny coz know shitty pop group release shitty pop song music critic call feel good hit summer think song take piss us term feel good hit getting fucking good high shitty pop song soon listen song stimulating subconscious mind go take drug b4 know fucked lying floor fuck happened maybe ccccccocaine nicotine valium vicodin marijuana ecstasy alcohol ccccccocaine well since feel good hit summer word hit singular guess he suggesting drug sure thats great idea mixing alcohol vicodin valium could fine three would probably pretty bad alcohol pot make sick pretty easily alcohol cocaine make sick pretty easily cocaine pill make sick pretty easily ecstasy anything pretty much kill might safer one time song drug use list 7 deadly sin wellall drug fun deserve song good frill b songfor people nothing better waste money gettin wasted think people listen qotsa theyre definitely underated overlooked new album song deaf beyond good make rated r look average isnt rock qotsa actually mix ecstasy many drug wont die ecstasypotgood time ecstasyketaminealso good time ecstasyacidive heard thats great time","death"
"believe song modern society dependence medication especially happiness number people antidepressant drug huge song certainly social commentary abuse prescription medication whether prescribed airy drone song certainly give feeling youre floating cloud high fuck last four line remind brave new world people stop taking drug revolt people got realize red pill blue pill thing wasnt invented matrix whole story movie practically study plato cave josh think lot thing deal drug music misunderstood like song called better living chemistry antidrug song saying okay government say okay take prozac everyday every single day feel better feel absolutely numb dont smoke joint though point finger josh interview copy pasted thefadenet best unofficial qotsa site also line there one people everywhere attributed bjork misinterpreted part song like version better let see im hearing right suggest take neverending supply carry day fiddlestick really like bongo drum think really differentiate song others mention opening guitar bass riff extremely catchy think id agree uncletommy term meaning song josh pretty much said saw queen stone age day yesterday said song lsd im 100 sure song think first two line favorite thing queen like cowering child war drug accept responsibility drug use throw face fan time musician made drug popular right josh always afraid admit drug use past nope title phrase better living chemistry variant dupont advertising slogan better thing better livingthrough chemistry dupont adopted 1939 slogan 1980s chemistry bit dropped 1999 replaced miracle science phrase became popular culture shifted mod hippie later half 1960s protester would show rally perhaps protest chemical plant wearing dupont propaganda button bore slogan high lsd quaalude manmade drug protest 1960s didnt revolve around vietnam war dow chemical dupont common target people disliked artificiality represented mention fact dupont manufacture napalm food preservative industrial pollution nuclear establishment prohibition drug also common topic protest phrase better living chemistry used product affiliated dupont circumvent trademark infringement transmutation commonly used original statement used commentary several different topic promotion illegal drug praise chemical plastic criticism sarcastically phase sometimes associated aldous huxley book brave new world though actually appear text book wikipediacom way better living chemistry also name fatboy slims 1996 album song definitely prescription drug mean us word prescribe songhow much obvious get without faith would normal per se depressed psychotic imbalanced im sure hero holding knife blood enough mean suppose hero could someone reject mindaltering drug legal illegal selfmedicates selfmutilation fact isnt enough may indicate he still spiralling insanity second verse site totally wrong quote let see im hearing right suggest take neverending supply carry dead idol burn fire mob come crawling im reclaiming mind destroying everyone","death"
